id,block_code,sequence,layout,interior_m2,outdoor_m2,floor_level,price_amount,price_currency,price_confidence,sale_status,data_quality,is_modelled,source_url
AZW-B02-0058,B02,58,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B02-0059,B02,59,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B02-0060,B02,60,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0061,B02,61,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0062,B02,62,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B02-0063,B02,63,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B02-0064,B02,64,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B02-0065,B02,65,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0066,B02,66,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0067,B02,67,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B02-0068,B02,68,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B02-0069,B02,69,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B02-0070,B02,70,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0071,B02,71,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0072,B02,72,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B02-0073,B02,73,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B02-0074,B02,74,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B02-0075,B02,75,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0076,B02,76,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0077,B02,77,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B02-0078,B02,78,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B02-0079,B02,79,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B02-0080,B02,80,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0081,B02,81,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0082,B02,82,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B02-0083,B02,83,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B02-0084,B02,84,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B02-0085,B02,85,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0086,B02,86,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0087,B02,87,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B02-0088,B02,88,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B02-0089,B02,89,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B02-0090,B02,90,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0091,B02,91,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B02-0092,B02,92,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B02-0093,B02,93,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B02-0094,B02,94,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0001,B03,1,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0002,B03,2,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0003,B03,3,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0004,B03,4,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0005,B03,5,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0006,B03,6,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0007,B03,7,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0008,B03,8,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0009,B03,9,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0010,B03,10,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0011,B03,11,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0012,B03,12,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0013,B03,13,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0014,B03,14,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0015,B03,15,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0016,B03,16,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0017,B03,17,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0018,B03,18,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0019,B03,19,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0020,B03,20,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0021,B03,21,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0022,B03,22,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0023,B03,23,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0024,B03,24,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0025,B03,25,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0026,B03,26,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0027,B03,27,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0028,B03,28,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0029,B03,29,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0030,B03,30,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0031,B03,31,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0032,B03,32,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0033,B03,33,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0034,B03,34,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0035,B03,35,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0036,B03,36,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0037,B03,37,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0038,B03,38,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0039,B03,39,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0040,B03,40,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0041,B03,41,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0042,B03,42,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0043,B03,43,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0044,B03,44,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0045,B03,45,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0046,B03,46,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0047,B03,47,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0048,B03,48,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0049,B03,49,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0050,B03,50,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0051,B03,51,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0052,B03,52,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0053,B03,53,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0054,B03,54,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0055,B03,55,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0056,B03,56,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0057,B03,57,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0058,B03,58,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0059,B03,59,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0060,B03,60,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0061,B03,61,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0062,B03,62,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0063,B03,63,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0064,B03,64,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0065,B03,65,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0066,B03,66,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0067,B03,67,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0068,B03,68,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0069,B03,69,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0070,B03,70,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0071,B03,71,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0072,B03,72,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0073,B03,73,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0074,B03,74,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0075,B03,75,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0076,B03,76,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0077,B03,77,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0078,B03,78,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0079,B03,79,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0080,B03,80,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0081,B03,81,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0082,B03,82,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0083,B03,83,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0084,B03,84,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0085,B03,85,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0086,B03,86,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0087,B03,87,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0088,B03,88,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0089,B03,89,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B03-0090,B03,90,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B03-0091,B03,91,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0092,B03,92,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B03-0093,B03,93,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B03-0094,B03,94,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0001,B04,1,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0002,B04,2,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0003,B04,3,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0004,B04,4,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0005,B04,5,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0006,B04,6,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0007,B04,7,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0008,B04,8,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0009,B04,9,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0010,B04,10,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0011,B04,11,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0012,B04,12,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0013,B04,13,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0014,B04,14,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0015,B04,15,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0016,B04,16,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0017,B04,17,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0018,B04,18,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0019,B04,19,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0020,B04,20,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0021,B04,21,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
